executive_order_number,title,signing_date,publication_date,citation,html_url,pdf_url,document_number,dispute_found,dispute_count,case_closed,case_closed_count,title_french,key_facts_french,category_french
14207,Eliminating the Federal Executive Institute,2025-02-10,2025-02-14,90 FR 9583,https://www.federalregister.gov/documents/2025/02/14/2025-02734/eliminating-the-federal-executive-institute,https://www.govinfo.gov/content/pkg/FR-2025-02-14/pdf/2025-02734.pdf,2025-02734,no,0,no,0,Élimination de l'Institut Fédéral Exécutif,"La politique de l'administration vise à éliminer les départements exécutifs, les agences et les programmes qui ne bénéficient pas directement au peuple américain ou à nos intérêts nationaux.
L'Institut Exécutif Fédéral, créé sous l'administration du président Lyndon B. Johnson, doit être éliminé pour recentrer le gouvernement sur le service aux contribuables, la compétence et le dévouement à notre Constitution.
Le Directeur du Bureau de Gestion du Personnel doit prendre toutes les mesures nécessaires pour éliminer l'Institut Exécutif Fédéral, conformément à la loi applicable.",Etat fédéral
14208,Ending Procurement and Forced Use of Paper Straws,2025-02-10,2025-02-14,90 FR 9585,https://www.federalregister.gov/documents/2025/02/14/2025-02735/ending-procurement-and-forced-use-of-paper-straws,https://www.govinfo.gov/content/pkg/FR-2025-02-14/pdf/2025-02735.pdf,2025-02735,no,0,no,0,Fin de l'approvisionnement et de l'utilisation forcée des pailles en papier,"La politique des États-Unis est désormais de mettre fin à l'utilisation des pailles en papier.
Les chefs des départements et agences exécutifs doivent prendre toutes les mesures appropriées pour éliminer l'achat de pailles en papier et s'assurer qu'elles ne sont plus fournies dans les bâtiments des agences.
L'Assistant au Président pour la Politique Intérieure, en coordination avec les agences concernées, doit émettre une Stratégie Nationale pour Mettre Fin à l'Utilisation des Pailles en Papier.",Environnement
14209,Pausing Foreign Corrupt Practices Act Enforcement To Further American Economic and National Security,2025-02-10,2025-02-14,90 FR 9587,https://www.federalregister.gov/documents/2025/02/14/2025-02736/pausing-foreign-corrupt-practices-act-enforcement-to-further-american-economic-and-national-security,https://www.govinfo.gov/content/pkg/FR-2025-02-14/pdf/2025-02736.pdf,2025-02736,no,0,no,0,Suspension de l'application de la loi sur les pratiques de corruption à l'étranger pour favoriser la sécurité économique et nationale américaine,"Le Président ordonne une révision des directives et politiques régissant les enquêtes et les actions d'application de la loi sur les Pratiques de Corruption à l'Étranger (FCPA).
L'Attorney General est chargé de cesser toute nouvelle enquête ou action d'application de la FCPA, sauf si une exception individuelle est déterminée.
Après la révision, l'Attorney General doit déterminer si des actions supplémentaires, y compris des mesures correctives concernant les enquêtes et actions d'application de la FCPA passées, sont justifiées et prendre les mesures appropriées.",Economie
14210,"Implementing the President's ""Department of Government Efficiency"" Workforce Optimization Initiative",2025-02-11,2025-02-14,90 FR 9669,https://www.federalregister.gov/documents/2025/02/14/2025-02762/implementing-the-presidents-department-of-government-efficiency-workforce-optimization-initiative,https://www.govinfo.gov/content/pkg/FR-2025-02-14/pdf/2025-02762.pdf,2025-02762,yes,2,no,0,Mise en œuvre de l'initiative du président pour l'optimisation des effectifs du « Département de l'efficacité gouvernementale »,"L'ordre exécutif lance une transformation majeure de la bureaucratie fédérale américaine, visant à éliminer le gaspillage et à renforcer l'efficacité.
Il est prévu une réduction de la taille de la fonction publique fédérale, chaque agence ne pouvant embaucher qu'un employé pour quatre départs, sauf pour les fonctions liées à la sécurité publique, à l'application de la loi sur l'immigration et à l'application de la loi.
Les chefs d'agence doivent préparer des réductions d'effectifs à grande échelle, en priorisant les bureaux qui exercent des fonctions non mandatées par la loi, y compris toutes les initiatives d'équité et d'inclusion de l'agence.",Etat fédéral
14211,One Voice for America's Foreign Relations,2025-02-12,2025-02-18,90 FR 9831,https://www.federalregister.gov/documents/2025/02/18/2025-02841/one-voice-for-americas-foreign-relations,https://www.govinfo.gov/content/pkg/FR-2025-02-18/pdf/2025-02841.pdf,2025-02841,no,0,no,0,Une voix pour les relations étrangères de l'Amérique,"Le Président délègue l'implémentation de sa politique étrangère aux officiers et employés, sous sa direction et autorité.
L'échec à mettre en œuvre fidèlement la politique du Président peut entraîner une discipline professionnelle, y compris la séparation.
Le Secrétaire d'État est chargé de réformer le Service étranger et l'administration des relations étrangères pour assurer une mise en œuvre fidèle et efficace de la politique étrangère du Président.",Sécurité nationale
14212,Establishing the President's Make America Healthy Again Commission,2025-02-13,2025-02-19,90 FR 9833,https://www.federalregister.gov/documents/2025/02/19/2025-02871/establishing-the-presidents-make-america-healthy-again-commission,https://www.govinfo.gov/content/pkg/FR-2025-02-19/pdf/2025-02871.pdf,2025-02871,no,0,no,0,Création de la Commission du Président pour Rendre l'Amérique de Nouveau en Bonne Santé,"La politique du gouvernement fédéral sera de lutter activement contre les défis de santé critiques auxquels sont confrontés les citoyens, y compris l'augmentation des troubles de santé mentale, de l'obésité, du diabète et d'autres maladies chroniques.
Il est établi la Commission ""Rendre l'Amérique à nouveau en bonne santé"" (Make America Healthy Again Commission), présidée par le Secrétaire à la Santé et aux Services sociaux, avec pour mission initiale de conseiller et d'assister le Président sur la manière de gérer la crise des maladies chroniques chez les enfants.
Les agences fédérales travailleront avec les agriculteurs pour garantir que la nourriture produite aux États-Unis soit la plus saine, la plus abondante et la plus abordable au monde, et veilleront à la disponibilité de traitements élargis et à la flexibilité de la couverture d'assurance maladie pour soutenir les changements de style de vie bénéfiques et la prévention des maladies.",Autres
14213,Establishing the National Energy Dominance Council,2025-02-14,2025-02-20,90 FR 9945,https://www.federalregister.gov/documents/2025/02/20/2025-02928/establishing-the-national-energy-dominance-council,https://www.govinfo.gov/content/pkg/FR-2025-02-20/pdf/2025-02928.pdf,2025-02928,no,0,no,0,Création du Conseil National de la Domination Énergétique,"Le président a déclaré que la politique de son administration serait de rendre l'Amérique dominante en matière d'énergie.
Il a été établi au sein du Bureau exécutif du président le Conseil national de la domination énergétique.
Le secrétaire de l'Intérieur servira de président du Conseil, tandis que le secrétaire de l'Énergie servira de vice-président du Conseil.",Energie
14214,Keeping Education Accessible and Ending COVID-19 Vaccine Mandates in Schools,2025-02-14,2025-02-20,90 FR 9949,https://www.federalregister.gov/documents/2025/02/20/2025-02931/keeping-education-accessible-and-ending-covid-19-vaccine-mandates-in-schools,https://www.govinfo.gov/content/pkg/FR-2025-02-20/pdf/2025-02931.pdf,2025-02931,no,0,no,0,Maintenir l'éducation accessible et mettre fin aux obligations vaccinales contre la COVID-19 dans les écoles,"Le décret stipule que les fonds fédéraux discrétionnaires ne devraient pas être utilisés pour soutenir directement ou indirectement une agence de service éducatif, une agence éducative d'État, une agence éducative locale, une école primaire, une école secondaire ou une institution d'enseignement supérieur qui exige que les étudiants aient reçu un vaccin COVID-19 pour assister à un programme d'éducation en personne.
Le Secrétaire à l'Éducation est chargé d'émettre des directives concernant les obligations légales des écoles élémentaires, des agences éducatives locales, des agences éducatives d'État, des écoles secondaires et des institutions d'enseignement supérieur en matière d'autorité parentale, de liberté religieuse, d'adaptations pour les personnes handicapées et de protection égale en vertu de la loi, en ce qui concerne les mandats scolaires coercitifs de COVID-19.
Dans les 90 jours suivant la date de ce décret, le Secrétaire à l'Éducation, en consultation avec le Secrétaire à la Santé et aux Services sociaux, doit fournir au Président un plan pour mettre fin aux mandats scolaires coercitifs de COVID-19, y compris toute législation proposée.",Education
14215,Ensuring Accountability for All Agencies,2025-02-18,2025-02-24,90 FR 10447,https://www.federalregister.gov/documents/2025/02/24/2025-03063/ensuring-accountability-for-all-agencies,https://www.govinfo.gov/content/pkg/FR-2025-02-24/pdf/2025-03063.pdf,2025-03063,yes,1,no,0,Assurer la responsabilité de toutes les agences,"Tous les départements et agences exécutifs, y compris les soi-disant agences indépendantes, doivent soumettre pour examen toutes les actions réglementaires proposées et finales à l'Office of Information and Regulatory Affairs (OIRA) avant publication dans le Federal Register.
Le Directeur du Bureau de la gestion et du budget (OMB) établira des normes de performance et des objectifs de gestion pour les chefs d'agences indépendantes, conformément à la loi applicable, et rendra compte périodiquement au Président de leur performance et de leur efficacité.
Les présidents des agences réglementaires indépendantes doivent consulter régulièrement et coordonner les politiques et les priorités avec les directeurs de l'OMB, du Conseil de politique intérieure de la Maison Blanche et du Conseil économique national de la Maison Blanche.",Etat fédéral
14216,Expanding Access to In Vitro Fertilization,2025-02-18,2025-02-24,90 FR 10451,https://www.federalregister.gov/documents/2025/02/24/2025-03064/expanding-access-to-in-vitro-fertilization,https://www.govinfo.gov/content/pkg/FR-2025-02-24/pdf/2025-03064.pdf,2025-03064,no,0,no,0,Élargir l'accès à la fécondation in vitro,"L'administration actuelle reconnaît l'importance de la formation de la famille et s'engage à faciliter l'accès fiable aux traitements de fécondation in vitro (FIV).
Dans le but de soutenir les familles américaines, la politique de l'administration vise à alléger les charges statutaires ou réglementaires inutiles pour rendre les traitements de FIV nettement plus abordables.
L'Assistant au Président pour la Politique Intérieure doit soumettre une liste de recommandations politiques visant à protéger l'accès à la FIV et à réduire de manière agressive les coûts de poche et les coûts des plans de santé pour le traitement de la FIV.",Autres
14217,Commencing the Reduction of the Federal Bureaucracy,2025-02-19,2025-02-25,90 FR 10577,https://www.federalregister.gov/documents/2025/02/25/2025-03133/commencing-the-reduction-of-the-federal-bureaucracy,https://www.govinfo.gov/content/pkg/FR-2025-02-25/pdf/2025-03133.pdf,2025-03133,no,0,no,0,Commencer la réduction de la bureaucratie fédérale,"L'ordre exécutif vise à réduire considérablement la taille du gouvernement fédéral tout en augmentant sa responsabilité envers le peuple américain.
Des entités gouvernementales spécifiques, y compris le Presidio Trust, la Fondation interaméricaine, la Fondation de développement africain des États-Unis et l'Institut de la paix des États-Unis, sont ciblées pour une réduction maximale de leurs composants et fonctions non statutaires.
Le directeur de l'Office of Personnel Management est chargé d'initier le processus de retrait des réglementations spécifiques, entraînant l'élimination des Federal Executive Boards et la fin du programme Presidential Management Fellows.",Etat fédéral
14218,Ending Taxpayer Subsidization of Open Borders,2025-02-19,2025-02-25,90 FR 10581,https://www.federalregister.gov/documents/2025/02/25/2025-03137/ending-taxpayer-subsidization-of-open-borders,https://www.govinfo.gov/content/pkg/FR-2025-02-25/pdf/2025-03137.pdf,2025-03137,no,0,no,0,Fin de la subvention par les contribuables des frontières ouvertes,"""L'administration actuelle s'engage à respecter l'état de droit, à lutter contre le gaspillage des ressources fiscales et à protéger les avantages pour les citoyens américains dans le besoin, y compris les personnes handicapées et les anciens combattants.""
""Pour éviter que les ressources fiscales n'attirent et n'alimentent l'immigration illégale aux États-Unis, chaque chef de département ou d'agence exécutive doit identifier tous les programmes financés par le gouvernement fédéral qui permettent actuellement aux étrangers en situation irrégulière d'obtenir des avantages publics en espèces ou en nature.""
""Les agences doivent signaler toute réception ou utilisation inappropriée des avantages fédéraux au Département de la Justice et au Département de la Sécurité intérieure pour une action appropriée.""",Immigration
14219,"Ensuring Lawful Governance and Implementing the President's ""Department of Government Efficiency"" Deregulatory Initiative",2025-02-19,2025-02-25,90 FR 10583,https://www.federalregister.gov/documents/2025/02/25/2025-03138/ensuring-lawful-governance-and-implementing-the-presidents-department-of-government-efficiency,https://www.govinfo.gov/content/pkg/FR-2025-02-25/pdf/2025-03138.pdf,2025-03138,yes,8,yes,1,Assurer une gouvernance légale et mettre en œuvre l'initiative de déréglementation du « Département de l'efficacité gouvernementale » du Président,"L'administration se concentrera sur l'application des réglementations strictement autorisées par les statuts fédéraux constitutionnels et commencera la déconstruction de l'État administratif envahissant et lourd.
Les chefs d'agence initieront un processus pour examiner toutes les réglementations sous leur juridiction exclusive ou conjointe pour vérifier leur conformité avec la loi et la politique de l'administration.
Les agences préserveront leurs ressources d'application limitées en dépriorisant généralement les actions pour faire respecter les réglementations qui sont basées sur autre chose que la meilleure lecture d'un statut et qui vont au-delà des pouvoirs conférés au gouvernement fédéral par la Constitution.",Etat fédéral
14220,Addressing the Threat to National Security From Imports of Copper,2025-02-25,2025-02-28,90 FR 11001,https://www.federalregister.gov/documents/2025/02/28/2025-03439/addressing-the-threat-to-national-security-from-imports-of-copper,https://www.govinfo.gov/content/pkg/FR-2025-02-28/pdf/2025-03439.pdf,2025-03439,no,0,no,0,Répondre à la menace pour la sécurité nationale provenant des importations de cuivre,"Le président ordonne une enquête sur l'impact sur la sécurité nationale des importations de cuivre sous toutes ses formes.
La politique des États-Unis vise à garantir une chaîne d'approvisionnement en cuivre domestique fiable, sécurisée et résiliente.
Le secrétaire au Commerce doit consulter d'autres départements exécutifs pertinents pour évaluer les risques pour la sécurité nationale liés à la dépendance aux importations de cuivre.",Economie
14221,"Making America Healthy Again by Empowering Patients With Clear, Accurate, and Actionable Healthcare Pricing Information",2025-02-25,2025-02-28,90 FR 11005,https://www.federalregister.gov/documents/2025/02/28/2025-03440/making-america-healthy-again-by-empowering-patients-with-clear-accurate-and-actionable-healthcare,https://www.govinfo.gov/content/pkg/FR-2025-02-28/pdf/2025-03440.pdf,2025-03440,no,0,no,0,"Rendre l'Amérique en bonne santé à nouveau en donnant aux patients des informations claires, précises et exploitables sur les prix des soins de santé","L'administration a émis des régulations pour mettre les patients en premier, en exigeant des hôpitaux et des plans de santé de fournir des informations significatives sur les prix au peuple américain.
Les régulations requièrent que les hôpitaux maintiennent un affichage convivial des informations de tarification pour jusqu'à 300 services négociables et un fichier lisible par machine avec des tarifs négociés pour chaque service que l'hôpital fournit.
Il est de la politique des États-Unis de mettre les patients en premier et de garantir qu'ils aient les informations dont ils ont besoin pour prendre des décisions de santé bien informées, en promouvant l'accès universel à des prix de soins de santé clairs et précis.",Autres
14222,"Implementing the President's ""Department of Government Efficiency"" Cost Efficiency Initiative",2025-02-26,2025-03-03,90 FR 11095,https://www.federalregister.gov/documents/2025/03/03/2025-03527/implementing-the-presidents-department-of-government-efficiency-cost-efficiency-initiative,https://www.govinfo.gov/content/pkg/FR-2025-03-03/pdf/2025-03527.pdf,2025-03527,no,0,no,0,Mise en œuvre de l'initiative de rentabilité des coûts du « Département de l'efficacité gouvernementale » du Président,"L'ordre exécutif lance une transformation des dépenses fédérales en contrats, subventions et prêts pour garantir la transparence des dépenses gouvernementales et la responsabilité des employés du gouvernement.
Chaque chef d'agence doit construire un système technologique centralisé pour enregistrer chaque paiement émis par l'agence pour chaque contrat et subvention couverts, avec une justification écrite pour chaque paiement.
Chaque chef d'agence, en consultation avec le chef d'équipe DOGE de l'agence, doit revoir tous les contrats et subventions existants et, le cas échéant, les résilier ou les modifier pour réduire les dépenses fédérales globales ou réaffecter les dépenses pour promouvoir l'efficacité.",Etat fédéral
14223,"Addressing the Threat to National Security From Imports of Timber, Lumber, and Their Derivative Products",2025-03-01,2025-03-06,90 FR 11359,https://www.federalregister.gov/documents/2025/03/06/2025-03693/addressing-the-threat-to-national-security-from-imports-of-timber-lumber-and-their-derivative,https://www.govinfo.gov/content/pkg/FR-2025-03-06/pdf/2025-03693.pdf,2025-03693,no,0,no,0,"Répondre à la menace pour la sécurité nationale provenant des importations de bois, de bois d'œuvre et de leurs produits dérivés","Le Secrétaire au Commerce est chargé d'initier une enquête pour déterminer les effets sur la sécurité nationale des importations de bois, de produits dérivés du bois et de bois d'œuvre.
Il est de la politique des États-Unis d'assurer des chaînes d'approvisionnement domestiques fiables, sécurisées et résilientes en bois, en produits dérivés du bois et en bois d'œuvre.
Le Secrétaire au Commerce consultera le Secrétaire à la Défense et les dirigeants d'autres départements et agences exécutifs pertinents pour évaluer les risques pour la sécurité nationale associés aux importations de bois, de produits dérivés du bois et de bois d'œuvre.",Sécurité nationale
14224,Designating English as the Official Language of the United States,2025-03-01,2025-03-06,90 FR 11363,https://www.federalregister.gov/documents/2025/03/06/2025-03694/designating-english-as-the-official-language-of-the-united-states,https://www.govinfo.gov/content/pkg/FR-2025-03-06/pdf/2025-03694.pdf,2025-03694,no,0,no,0,Désignation de l'anglais comme langue officielle des États-Unis,"L'anglais est désigné comme la langue officielle des États-Unis, dans le but de promouvoir l'unité et d'assurer la cohérence des opérations gouvernementales.
Le décret exécutif 13166, visant à améliorer l'accès aux services pour les personnes ayant une maîtrise limitée de l'anglais, est révoqué, sans toutefois exiger de changement dans les services fournis par une agence.
Le procureur général est chargé de révoquer toute directive politique émise en vertu du décret exécutif 13166 et de fournir des directives mises à jour, conformément à la loi applicable.",Autres
14225,Immediate Expansion of American Timber Production,2025-03-01,2025-03-06,90 FR 11365,https://www.federalregister.gov/documents/2025/03/06/2025-03695/immediate-expansion-of-american-timber-production,https://www.govinfo.gov/content/pkg/FR-2025-03-06/pdf/2025-03695.pdf,2025-03695,no,0,no,0,Expansion immédiate de la production de bois américain,"Le président ordonne une augmentation de la production de bois domestique pour protéger la sécurité nationale et économique.
Le secrétaire de l'Intérieur et le secrétaire de l'Agriculture sont chargés d'émettre de nouvelles directives pour faciliter la production de bois et la gestion des forêts.
Toutes les agences concernées doivent éliminer les retards inutiles dans leurs processus d'autorisation liés à la production de bois et réviser ou abroger les réglementations qui entravent la production de bois.",Economie
14226,Amendment to Duties To Address the Flow of Illicit Drugs Across Our Northern Border,2025-03-02,2025-03-06,90 FR 11369,https://www.federalregister.gov/documents/2025/03/06/2025-03728/amendment-to-duties-to-address-the-flow-of-illicit-drugs-across-our-northern-border,https://www.govinfo.gov/content/pkg/FR-2025-03-06/pdf/2025-03728.pdf,2025-03728,no,0,no,0,Modification des obligations pour contrer le flux de drogues illicites à travers notre frontière nord,"L'ordre exécutif 14193, qui impose des droits pour lutter contre le flux de drogues illicites à travers notre frontière nord, est modifié.
Le traitement en franchise de droits pour les articles couverts éligibles décrits dans les sous-sections (a) et (b) est disponible jusqu'à ce que le Secrétaire au Commerce notifie au Président que des systèmes adéquats sont en place pour traiter et collecter les revenus tarifaires.
Cet ordre ne doit pas être interprété comme portant atteinte ou affectant l'autorité accordée par la loi à un département exécutif, une agence, ou le chef de celle-ci, ou les fonctions du Directeur du Bureau de la gestion et du budget en ce qui concerne les propositions budgétaires, administratives ou législatives.",Sécurité nationale
14227,Amendment to Duties To Address the Situation at Our Southern Border,2025-03-02,2025-03-06,90 FR 11371,https://www.federalregister.gov/documents/2025/03/06/2025-03729/amendment-to-duties-to-address-the-situation-at-our-southern-border,https://www.govinfo.gov/content/pkg/FR-2025-03-06/pdf/2025-03729.pdf,2025-03729,no,0,no,0,Modification des fonctions pour répondre à la situation à notre frontière sud,"L'ordre exécutif 14194, modifié par l'ordre exécutif 14198, est à nouveau modifié, révisant la section 2(g) concernant les droits de douane.
Le traitement dédouané de minimis, disponible pour les articles couverts éligibles, cessera d'être disponible dès que le Secrétaire au Commerce informera le Président de la mise en place de systèmes adéquats.
Cet ordre ne doit pas être interprété comme affectant l'autorité accordée par la loi à un département exécutif, une agence, ou le chef de celle-ci, ni les fonctions du Directeur du Bureau de Gestion et Budget.",Immigration
14228,Further Amendment to Duties Addressing the Synthetic Opioid Supply Chain in the People's Republic of China,2025-03-03,2025-03-07,90 FR 11463,https://www.federalregister.gov/documents/2025/03/07/2025-03775/further-amendment-to-duties-addressing-the-synthetic-opioid-supply-chain-in-the-peoples-republic-of,https://www.govinfo.gov/content/pkg/FR-2025-03-07/pdf/2025-03775.pdf,2025-03775,no,0,no,0,Amendement supplémentaire aux droits concernant la chaîne d'approvisionnement en opioïdes synthétiques dans la République populaire de Chine,"Le Président a déterminé que l'inaction du gouvernement de la République populaire de Chine face à l'afflux d'opioïdes synthétiques constitue une menace inhabituelle et extraordinaire pour la sécurité nationale, la politique étrangère et l'économie des États-Unis.
Pour répondre à cette menace, le Président a invoqué son autorité en vertu de la section 1702(a)(1)(B) de l'IEEPA pour imposer des tarifs ad valorem sur les articles qui sont des produits de la République populaire de Chine.
En reconnaissance du fait que la République populaire de Chine n'a pas pris de mesures adéquates pour atténuer la crise des drogues illicites, la section 2(a) de l'Ordre exécutif 14195 est modifiée en remplaçant les mots ""10 pour cent"" par les mots ""20 pour cent"".",Sécurité nationale
14229,Honoring Jocelyn Nungaray,2025-03-04,2025-03-10,90 FR 11585,https://www.federalregister.gov/documents/2025/03/10/2025-03869/honoring-jocelyn-nungaray,https://www.govinfo.gov/content/pkg/FR-2025-03-10/pdf/2025-03869.pdf,2025-03869,no,0,no,0,Honorer Jocelyn Nungaray,"Le président ordonne le changement de nom de l'Anahuac National Wildlife Refuge en ""Jocelyn Nungaray National Wildlife Refuge"" en mémoire d'une victime innocente.
Le secrétaire de l'Intérieur est chargé de mettre à jour les procédures nécessaires et de prendre toutes les autres mesures appropriées pour commémorer de manière permanente la vie de Jocelyn Nungaray.
Toutes les références fédérales au Jocelyn Nungaray National Wildlife Refuge, y compris sur les cartes d'agence, les contrats et autres documents et communications, doivent refléter son changement de nom.",Immigration
14230,Addressing Risks From Perkins Coie LLP,2025-03-06,2025-03-11,90 FR 11781,https://www.federalregister.gov/documents/2025/03/11/2025-03989/addressing-risks-from-perkins-coie-llp,https://www.govinfo.gov/content/pkg/FR-2025-03-11/pdf/2025-03989.pdf,2025-03989,yes,1,no,0,Concernant les risques de Perkins Coie LLP,"L'ordre exécutif suspend les habilitations de sécurité actives détenues par les individus chez Perkins Coie, en attente d'une révision de leur conformité avec l'intérêt national.
L'Office de Gestion et Budget doit identifier tous les biens, propriétés, matériaux et services gouvernementaux fournis au profit de Perkins Coie, et les agences doivent cesser de fournir ces services dans la mesure permise par la loi.
Les agences gouvernementales doivent exiger que les entrepreneurs du gouvernement divulguent toute affaire qu'ils ont avec Perkins Coie et si cette affaire est liée à l'objet du contrat gouvernemental, dans la mesure permise par la loi.",Autres
14231,Amendment to Duties To Address the Flow of Illicit Drugs Across Our Northern Border,2025-03-06,2025-03-11,90 FR 11785,https://www.federalregister.gov/documents/2025/03/11/2025-03990/amendment-to-duties-to-address-the-flow-of-illicit-drugs-across-our-northern-border,https://www.govinfo.gov/content/pkg/FR-2025-03-11/pdf/2025-03990.pdf,2025-03990,no,0,no,0,Modification des obligations pour contrer le flux de drogues illicites à travers notre frontière nord,"La production automobile, source majeure d'emploi et d'innovation aux États-Unis, voit ses tarifs ajustés pour minimiser les perturbations de l'industrie et des travailleurs automobiles.
Les articles entrant en franchise de droits en tant que produits du Canada ne seront pas soumis au taux de droit ad valorem supplémentaire décrit dans l'Ordre exécutif 14193.
Le taux de droit supplémentaire sur la potasse, qui n'est pas soumis à la sous-section (a) de cette section, sera réduit à 10% au lieu de 25%.",Sécurité nationale
14232,Amendment to Duties To Address the Flow of Illicit Drugs Across Our Southern Border,2025-03-06,2025-03-11,90 FR 11787,https://www.federalregister.gov/documents/2025/03/11/2025-03991/amendment-to-duties-to-address-the-flow-of-illicit-drugs-across-our-southern-border,https://www.govinfo.gov/content/pkg/FR-2025-03-11/pdf/2025-03991.pdf,2025-03991,no,0,no,0,Modification des obligations pour contrer le flux de drogues illicites à travers notre frontière sud,"La production automobile, source majeure d'emploi et d'innovation aux États-Unis, voit ses tarifs ajustés pour minimiser les perturbations de l'industrie et des travailleurs automobiles.
Les articles entrant sans droits de douane en tant que biens du Mexique ne seront pas soumis au taux de droit ad valorem supplémentaire décrit dans l'Ordre Exécutif 14194.
Le taux de droit supplémentaire sur la potasse, qui n'est pas soumis à la sous-section (a), sera réduit à 10% au lieu de 25%.",Sécurité nationale
14233,Establishment of the Strategic Bitcoin Reserve and United States Digital Asset Stockpile,2025-03-06,2025-03-11,90 FR 11789,https://www.federalregister.gov/documents/2025/03/11/2025-03992/establishment-of-the-strategic-bitcoin-reserve-and-united-states-digital-asset-stockpile,https://www.govinfo.gov/content/pkg/FR-2025-03-11/pdf/2025-03992.pdf,2025-03992,no,0,no,0,Établissement de la Réserve Stratégique de Bitcoin et du Stock de Biens Numériques des États-Unis,"La politique des États-Unis est d'établir une Réserve Stratégique de Bitcoin et un Stock d'Actifs Numériques des États-Unis pour une gestion ordonnée et stratégique des autres actifs numériques du pays.
Le Secrétaire au Trésor est chargé d'établir un bureau pour administrer et maintenir le contrôle des comptes de garde collectivement appelés ""Réserve Stratégique de Bitcoin"" et ""Stock d'Actifs Numériques des États-Unis"".
Le Secrétaire au Trésor et le Secrétaire au Commerce doivent élaborer des stratégies pour acquérir davantage de BTC gouvernementaux, à condition que ces stratégies soient neutres en termes de budget et n'imposent pas de coûts supplémentaires aux contribuables américains.",Economie
14234,Establishing the White House Task Force on the FIFA World Cup 2026,2025-03-07,2025-03-12,90 FR 11883,https://www.federalregister.gov/documents/2025/03/12/2025-04102/establishing-the-white-house-task-force-on-the-fifa-world-cup-2026,https://www.govinfo.gov/content/pkg/FR-2025-03-12/pdf/2025-04102.pdf,2025-04102,no,0,no,0,Création du groupe de travail de la Maison Blanche sur la Coupe du Monde de la FIFA 2026,"Le président des États-Unis a annoncé la création d'une ""Task Force Maison Blanche pour la Coupe du Monde de la FIFA 2026"".
Le président sera le président de cette Task Force, et le vice-président en sera le vice-président. Ils seront assistés par un directeur exécutif et divers membres du gouvernement.
La Task Force sera chargée de coordonner avec les départements et agences exécutifs pour aider à la planification, l'organisation et l'exécution des événements entourant la Coupe du Monde de la FIFA 2026.",Autres
14235,Restoring Public Service Loan Forgiveness,2025-03-07,2025-03-12,90 FR 11885,https://www.federalregister.gov/documents/2025/03/12/2025-04103/restoring-public-service-loan-forgiveness,https://www.govinfo.gov/content/pkg/FR-2025-03-12/pdf/2025-04103.pdf,2025-04103,no,0,no,0,Restauration du pardon des prêts pour le service public,"Le président ordonne des révisions du Programme de remise de prêts pour le service public pour exclure les organisations ayant un but illégal substantiel.
Les individus employés par des organisations dont les activités ont un but illégal substantiel ne seront pas éligibles à la remise de prêts pour le service public.
Le secrétaire à l'Éducation proposera des révisions en coordination avec le secrétaire au Trésor pour assurer que la définition de ""service public"" exclut les organisations qui se livrent à des activités ayant un but illégal substantiel.",Education
14236,Additional Rescissions of Harmful Executive Orders and Actions,2025-03-14,2025-03-20,90 FR 13037,https://www.federalregister.gov/documents/2025/03/20/2025-04866/additional-rescissions-of-harmful-executive-orders-and-actions,https://www.govinfo.gov/content/pkg/FR-2025-03-20/pdf/2025-04866.pdf,2025-04866,no,0,no,0,Révocations supplémentaires de décrets et actions nuisibles,"Le président a révoqué 78 ordres et mémorandums présidentiels précédemment émis par le président Biden.
Il a également chargé l'Assistant du Président pour la Politique Intérieure, l'Assistant du Président pour la Politique Économique et l'Assistant du Président pour les Affaires de Sécurité Nationale de compiler des listes d'ordres supplémentaires à révoquer.
Des actions exécutives supplémentaires ont été révoquées, notamment l'Ordre Exécutif 13994 (Assurer une réponse basée sur les données à la COVID-19 et aux futures menaces sanitaires publiques de grande conséquence).",Autres
14237,Addressing Risks From Paul Weiss,2025-03-14,2025-03-20,90 FR 13039,https://www.federalregister.gov/documents/2025/03/20/2025-04867/addressing-risks-from-paul-weiss,https://www.govinfo.gov/content/pkg/FR-2025-03-20/pdf/2025-04867.pdf,2025-04867,no,0,no,0,Concernant les risques provenant de Paul Weiss,"L'administration a décidé de ne plus soutenir avec des fonds publics les activités jugées nuisibles des cabinets d'avocats, en particulier celui de Paul, Weiss, Rifkind, Wharton & Garrison LLP (Paul Weiss).
Les agences gouvernementales doivent immédiatement prendre des mesures pour suspendre les habilitations de sécurité actives détenues par les individus chez Paul Weiss et Mark Pomerantz, en attendant une révision de ces habilitations.
Les agences gouvernementales doivent exiger des entrepreneurs fédéraux qu'ils divulguent toute affaire qu'ils ont avec Paul Weiss et si cette affaire est liée au sujet du contrat gouvernemental, afin de prévenir le transfert de dollars des contribuables à des entrepreneurs fédéraux dont les gains subventionnent des activités non alignées avec les intérêts américains.",Autres
